"","Nest","Year","Pop","Fledglings","TSI","invaded"
"1382",1382,2015,"SJM",2,0,1
"1383",1383,2015,"SJM",3,0,1
"1384",1384,2015,"SJM",1,0,1
"1385",1385,2015,"SJM",1,0,1
"1386",1386,2015,"SJM",2,0,1
"1387",1387,2015,"SJM",1,0,1
"1388",1388,2015,"SJM",2,0,1
"1389",1389,2015,"SJM",1,0,1
"1390",1390,2015,"SJM",2,0,1
"1391",1391,2015,"SJM",3,0,1
"1392",1392,2015,"SJM",1,0,1
"1393",1393,2015,"SJM",2,0,1
"1394",1394,2015,"SJM",3,0,1
"1395",1395,2015,"SJM",1,0,1
"1396",1396,2015,"SJM",3,0,1
"1397",1397,2015,"SJM",2,0,1
"1398",1398,2015,"SJM",3,0,1
"1399",1399,2015,"SJM",3,0,1
"1400",1400,2015,"SJM",1,0,1
"1401",1401,2015,"SJM",2,0,1
"1402",1402,2015,"SJM",1,0,1
"1403",1403,2015,"SJM",2,0,1
"1404",1404,2015,"SJM",2,0,1
"1405",1405,2015,"SJM",2,0,1
"1406",1406,2015,"SJM",2,0,1
"1407",1407,2015,"SJM",3,0,1
"1408",1408,2015,"SJM",3,0,1
"1409",1409,2015,"SJM",3,0,1
"1410",1410,2015,"SJM",1,0,1
"1411",1411,2015,"SJM",2,0,1
"1412",1412,2015,"SJM",1,0,1
"1413",1413,2015,"SJM",1,0,1
"1414",1414,2015,"SJM",2,0,1
"1415",1415,2015,"SJM",2,0,1
"1416",1416,2015,"SJM",1,0,1
"1417",1417,2015,"SJM",2,0,1
"1418",1418,2015,"SJM",3,0,1
"1419",1419,2015,"SJM",3,0,1
"1420",1420,2015,"SJM",1,0,1
"1421",1421,2015,"SJM",2,0,1
"1422",1422,2015,"SJM",2,0,1
"1423",1423,2016,"EAST",2,1,1
"1424",1424,2016,"EAST",3,1,1
"1425",1425,2016,"EAST",1,1,1
"1426",1426,2016,"EAST",3,1,1
"1427",1427,2016,"EAST",3,1,1
"1428",1428,2016,"EAST",3,1,1
"1429",1429,2016,"EAST",2,1,1
"1430",1430,2016,"EAST",3,1,1
"1431",1431,2016,"EAST",2,1,1
"1432",1432,2016,"EAST",1,1,1
"1433",1433,2016,"EAST",2,1,1
"1434",1434,2016,"EAST",3,1,1
"1435",1435,2016,"EAST",2,1,1
"1436",1436,2016,"EAST",2,1,1
"1437",1437,2016,"EAST",2,1,1
"1438",1438,2016,"EAST",2,1,1
"1439",1439,2016,"EAST",1,1,1
"1440",1440,2016,"EAST",2,1,1
"1441",1441,2016,"EAST",2,1,1
"1442",1442,2016,"EAST",2,1,1
"1443",1443,2016,"EAST",1,1,1
"1444",1444,2016,"EAST",2,1,1
"1445",1445,2016,"EAST",2,1,1
"1446",1446,2016,"EAST",1,1,1
"1447",1447,2016,"EAST",1,1,1
"1448",1448,2016,"EAST",2,1,1
"1449",1449,2016,"EVER",1,4,1
"1450",1450,2016,"EVER",1,4,1
"1451",1451,2016,"EVER",1,4,1
"1452",1452,2016,"EVER",2,4,1
"1453",1453,2016,"EVER",2,4,1
"1454",1454,2016,"EVER",3,4,1
"1455",1455,2016,"EVER",3,4,1
"1456",1456,2016,"EVER",1,4,1
"1457",1457,2016,"EVER",2,4,1
"1458",1458,2016,"EVER",2,4,1
"1459",1459,2016,"EVER",1,4,1
"1460",1460,2016,"EVER",1,4,1
"1461",1461,2016,"EVER",2,4,1
"1462",1462,2016,"EVER",1,4,1
"1463",1463,2016,"EVER",2,4,1
"1464",1464,2016,"EVER",2,4,1
"1465",1465,2016,"EVER",2,4,1
"1466",1466,2016,"EVER",2,4,1
"1467",1467,2016,"EVER",1,4,1
"1468",1468,2016,"EVER",1,4,1
"1469",1469,2016,"EVER",3,4,1
"1470",1470,2016,"EVER",2,4,1
"1471",1471,2016,"EVER",2,4,1
"1472",1472,2016,"EVER",3,4,1
"1473",1473,2016,"EVER",2,4,1
"1474",1474,2016,"EVER",1,4,1
"1475",1475,2016,"EVER",2,4,1
"1476",1476,2016,"EVER",3,4,1
"1477",1477,2016,"EVER",1,4,1
"1478",1478,2016,"EVER",1,4,1
"1479",1479,2016,"EVER",2,4,1
"1480",1480,2016,"EVER",1,4,1
"1481",1481,2016,"KRV",3,12,1
"1482",1482,2016,"KRV",2,12,1
"1483",1483,2016,"KRV",2,12,1
"1484",1484,2016,"KRV",1,12,1
"1485",1485,2016,"KRV",1,12,1
"1486",1486,2016,"KRV",2,12,1
"1487",1487,2016,"KRV",2,12,1
"1488",1488,2016,"KRV",3,12,1
"1489",1489,2016,"KRV",2,12,1
"1490",1490,2016,"KRV",3,12,1
"1491",1491,2016,"KRV",1,12,1
"1492",1492,2016,"KRV",3,12,1
"1493",1493,2016,"KRV",1,12,1
"1494",1494,2016,"KRV",1,12,1
"1495",1495,2016,"KRV",2,12,1
"1496",1496,2016,"KRV",2,12,1
"1497",1497,2016,"KRV",2,12,1
"1498",1498,2016,"KRV",2,12,1
"1499",1499,2016,"KRV",3,12,1
"1500",1500,2016,"KRV",2,12,1
"1501",1501,2016,"KRV",2,12,1
"1502",1502,2016,"KRV",3,12,1
"1503",1503,2016,"KRV",1,12,1
"1504",1504,2016,"KRV",2,12,1
"1505",1505,2016,"KRV",2,12,1
"1506",1506,2016,"KRV",2,12,1
"1507",1507,2016,"KRV",1,12,1
"1508",1508,2016,"KRV",2,12,1
"1509",1509,2016,"KRV",1,12,1
"1510",1510,2016,"KRV",2,12,1
"1511",1511,2016,"KRV",3,12,1
"1512",1512,2016,"KRV",1,12,1
"1513",1513,2016,"KRV",1,12,1
"1514",1514,2016,"KRV",1,12,1
"1515",1515,2016,"KRV",2,12,1
"1516",1516,2016,"KRV",2,12,1
"1517",1517,2016,"KRV",2,12,1
"1518",1518,2016,"KRV",1,12,1
"1519",1519,2016,"KRV",2,12,1
"1520",1520,2016,"KRV",2,12,1
"1521",1521,2016,"KRV",2,12,1
"1522",1522,2016,"KRV",2,12,1
"1523",1523,2016,"KRV",2,12,1
"1524",1524,2016,"KRV",1,12,1
"1525",1525,2016,"KRV",1,12,1
"1526",1526,2016,"KRV",1,12,1
"1527",1527,2016,"KRV",4,12,1
"1528",1528,2016,"KRV",1,12,1
"1529",1529,2016,"KRV",2,12,1
"1530",1530,2016,"KRV",2,12,1
"1531",1531,2016,"KRV",1,12,1
"1532",1532,2016,"KRV",3,12,1
"1533",1533,2016,"KRV",2,12,1
"1534",1534,2016,"KRV",2,12,1
"1535",1535,2016,"KRV",3,12,1
"1536",1536,2016,"KRV",3,12,1
"1537",1537,2016,"KRV",1,12,1
"1538",1538,2016,"KRV",1,12,1
"1539",1539,2016,"KRV",1,12,1
"1540",1540,2016,"KRV",3,12,1
"1541",1541,2016,"KRV",1,12,1
"1542",1542,2016,"KRV",3,12,1
"1543",1543,2016,"OKEE",1,7,1
"1544",1544,2016,"OKEE",1,7,1
"1545",1545,2016,"OKEE",3,7,1
"1546",1546,2016,"OKEE",1,7,1
"1547",1547,2016,"OKEE",3,7,1
"1548",1548,2016,"OKEE",3,7,1
"1549",1549,2016,"OKEE",3,7,1
"1550",1550,2016,"OKEE",1,7,1
"1551",1551,2016,"OKEE",2,7,1
"1552",1552,2016,"OKEE",2,7,1
"1553",1553,2016,"OKEE",2,7,1
"1554",1554,2016,"OKEE",1,7,1
"1555",1555,2016,"OKEE",1,7,1
"1556",1556,2016,"OKEE",2,7,1
"1557",1557,2016,"OKEE",3,7,1
"1558",1558,2016,"OKEE",1,7,1
"1559",1559,2016,"OKEE",2,7,1
"1560",1560,2016,"OKEE",2,7,1
"1561",1561,2016,"OKEE",2,7,1
"1562",1562,2016,"OKEE",3,7,1
"1563",1563,2016,"OKEE",3,7,1
"1564",1564,2016,"OKEE",3,7,1
"1565",1565,2016,"OKEE",3,7,1
"1566",1566,2016,"OKEE",2,7,1
"1567",1567,2016,"OKEE",2,7,1
"1568",1568,2016,"OKEE",2,7,1
"1569",1569,2016,"OKEE",2,7,1
"1570",1570,2016,"OKEE",3,7,1
"1571",1571,2016,"OKEE",3,7,1
"1572",1572,2016,"OKEE",2,7,1
"1573",1573,2016,"OKEE",2,7,1
"1574",1574,2016,"OKEE",1,7,1
"1575",1575,2016,"OKEE",2,7,1
"1576",1576,2016,"OKEE",2,7,1
"1577",1577,2016,"OKEE",2,7,1
"1578",1578,2016,"OKEE",1,7,1
"1579",1579,2016,"OKEE",3,7,1
"1580",1580,2016,"OKEE",1,7,1
"1581",1581,2016,"OKEE",3,7,1
"1582",1582,2016,"OKEE",3,7,1
"1583",1583,2016,"OKEE",3,7,1
"1584",1584,2016,"OKEE",2,7,1
"1585",1585,2016,"OKEE",1,7,1
"1586",1586,2016,"OKEE",1,7,1
"1587",1587,2016,"OKEE",1,7,1
"1588",1588,2016,"OKEE",2,7,1
"1589",1589,2016,"OKEE",2,7,1
"1590",1590,2016,"OKEE",2,7,1
"1591",1591,2016,"OKEE",2,7,1
"1592",1592,2016,"OKEE",1,7,1
"1593",1593,2016,"OKEE",2,7,1
"1594",1594,2016,"OKEE",1,7,1
"1595",1595,2016,"OKEE",3,7,1
"1596",1596,2016,"OKEE",3,7,1
"1597",1597,2016,"OKEE",1,7,1
"1598",1598,2016,"OKEE",2,7,1
"1599",1599,2016,"OKEE",2,7,1
"1600",1600,2016,"OKEE",1,7,1
"1601",1601,2016,"OKEE",1,7,1
"1602",1602,2016,"OKEE",2,7,1
"1603",1603,2016,"OKEE",2,7,1
"1604",1604,2016,"OKEE",3,7,1
"1605",1605,2016,"OKEE",3,7,1
"1606",1606,2016,"OKEE",3,7,1
"1607",1607,2016,"OKEE",2,7,1
"1608",1608,2016,"OKEE",1,7,1
"1609",1609,2016,"OKEE",1,7,1
"1610",1610,2016,"OKEE",1,7,1
"1611",1611,2016,"OKEE",1,7,1
"1612",1612,2016,"OKEE",2,7,1
"1613",1613,2016,"OKEE",2,7,1
"1614",1614,2016,"OKEE",2,7,1
"1615",1615,2016,"OKEE",3,7,1
"1616",1616,2016,"OKEE",2,7,1
"1617",1617,2016,"OKEE",2,7,1
"1618",1618,2016,"OKEE",1,7,1
"1619",1619,2016,"OKEE",2,7,1
"1620",1620,2016,"OKEE",1,7,1
"1621",1621,2016,"OKEE",1,7,1
"1622",1622,2016,"OKEE",3,7,1
"1623",1623,2016,"OKEE",2,7,1
"1624",1624,2016,"OKEE",1,7,1
"1625",1625,2016,"OKEE",3,7,1
"1626",1626,2016,"OKEE",2,7,1
"1627",1627,2016,"OKEE",3,7,1
"1628",1628,2016,"OKEE",3,7,1
"1629",1629,2016,"OKEE",2,7,1
"1630",1630,2016,"OKEE",3,7,1
"1631",1631,2016,"OKEE",2,7,1
"1632",1632,2016,"OKEE",2,7,1
"1633",1633,2016,"OKEE",3,7,1
"1634",1634,2016,"OKEE",3,7,1
"1635",1635,2016,"OKEE",2,7,1
"1636",1636,2016,"OKEE",2,7,1
"1637",1637,2016,"OKEE",3,7,1
"1638",1638,2016,"OKEE",3,7,1
"1639",1639,2016,"OKEE",3,7,1
"1640",1640,2016,"OKEE",2,7,1
"1641",1641,2016,"OKEE",1,7,1
"1642",1642,2016,"OKEE",3,7,1
"1643",1643,2016,"OKEE",3,7,1
"1644",1644,2016,"OKEE",3,7,1
"1645",1645,2016,"OKEE",3,7,1
"1646",1646,2016,"OKEE",3,7,1
"1647",1647,2016,"OKEE",3,7,1
"1648",1648,2016,"OKEE",3,7,1
"1649",1649,2016,"OKEE",2,7,1
"1650",1650,2016,"OKEE",2,7,1
"1651",1651,2016,"OKEE",3,7,1
"1652",1652,2016,"OKEE",3,7,1
"1653",1653,2016,"OKEE",1,7,1
"1654",1654,2016,"OKEE",3,7,1
"1655",1655,2016,"OKEE",3,7,1
"1656",1656,2016,"OKEE",3,7,1
"1657",1657,2016,"OKEE",1,7,1
"1658",1658,2016,"OKEE",2,7,1
"1659",1659,2016,"OKEE",1,7,1
"1660",1660,2016,"OKEE",1,7,1
"1661",1661,2016,"OKEE",3,7,1
"1662",1662,2016,"OKEE",2,7,1
"1663",1663,2016,"OKEE",1,7,1
"1664",1664,2016,"OKEE",1,7,1
"1665",1665,2016,"SJM",2,1,1
"1666",1666,2016,"SJM",1,1,1
"1667",1667,2016,"SJM",1,1,1
"1668",1668,2016,"SJM",2,1,1
"1669",1669,2016,"SJM",1,1,1
"1670",1670,2016,"SJM",3,1,1
"1671",1671,2016,"SJM",3,1,1
"1672",1672,2016,"SJM",1,1,1
"1673",1673,2016,"SJM",1,1,1
"1674",1674,2016,"SJM",1,1,1
"1675",1675,2016,"SJM",2,1,1
"1676",1676,2016,"SJM",3,1,1
"1677",1677,2016,"SJM",1,1,1
"1678",1678,2016,"SJM",4,1,1
"1679",1679,2016,"SJM",1,1,1
"1680",1680,2016,"SJM",2,1,1
"1681",1681,2016,"SJM",1,1,1
"1682",1682,2016,"SJM",4,1,1
"1683",1683,2016,"SJM",1,1,1
"1684",1684,2016,"SJM",2,1,1
"1685",1685,2016,"SJM",1,1,1
"1686",1686,2016,"SJM",1,1,1
"1687",1687,2016,"SJM",3,1,1
"1688",1688,2016,"SJM",3,1,1
"1689",1689,2016,"SJM",1,1,1
"1690",1690,2016,"SJM",1,1,1
"1691",1691,2016,"SJM",2,1,1
"1692",1692,2016,"SJM",3,1,1
"1693",1693,2016,"SJM",2,1,1
"1694",1694,2016,"SJM",1,1,1
"1695",1695,2016,"SJM",2,1,1
"1696",1696,2016,"SJM",1,1,1
"1697",1697,2016,"SJM",2,1,1
"1698",1698,2016,"SJM",1,1,1
"1699",1699,2016,"SJM",3,1,1
"1700",1700,2016,"SJM",1,1,1
"1701",1701,2016,"SJM",1,1,1
"1702",1702,2016,"SJM",2,1,1
"1703",1703,2016,"SJM",2,1,1
"1704",1704,2016,"SJM",3,1,1
"1705",1705,2016,"SJM",1,1,1
"1706",1706,2016,"SJM",1,1,1
"1707",1707,2016,"SJM",3,1,1
"1708",1708,2016,"SJM",2,1,1
"1709",1709,2016,"SJM",1,1,1
"1710",1710,2016,"SJM",2,1,1
"1711",1711,2016,"SJM",1,1,1
"1712",1712,2016,"SJM",3,1,1
"1713",1713,2016,"SJM",1,1,1
"1714",1714,2016,"SJM",2,1,1
"1715",1715,2016,"SJM",2,1,1
"1716",1716,2016,"SJM",3,1,1
"1717",1717,2016,"SJM",2,1,1
"1718",1718,2016,"SJM",1,1,1
"1719",1719,2016,"SJM",1,1,1
"1720",1720,2016,"SJM",1,1,1
"1721",1721,2016,"SJM",1,1,1
"1722",1722,2016,"SJM",2,1,1
"1723",1723,2016,"SJM",1,1,1
"1724",1724,2016,"SJM",1,1,1
"1725",1725,2016,"SJM",2,1,1
"1726",1726,2016,"SJM",1,1,1
"1727",1727,2016,"SJM",3,1,1
"1728",1728,2016,"SJM",2,1,1
"1729",1729,2016,"SJM",3,1,1
"1730",1730,2016,"SJM",2,1,1
"1731",1731,2016,"SJM",1,1,1
"1732",1732,2016,"SJM",3,1,1
"1733",1733,2016,"SJM",1,1,1
"1734",1734,2016,"SJM",2,1,1
"1735",1735,2016,"SJM",1,1,1
"1736",1736,2016,"SJM",2,1,1
"1737",1737,2016,"SJM",1,1,1
"1738",1738,2016,"SJM",2,1,1
"1739",1739,2016,"SJM",1,1,1
"1740",1740,2016,"SJM",2,1,1
"1741",1741,2016,"SJM",2,1,1
"1742",1742,2016,"SJM",2,1,1
"1743",1743,2016,"SJM",2,1,1
"1744",1744,2016,"SJM",3,1,1
"1745",1745,2016,"SJM",2,1,1
"1746",1746,2016,"SJM",2,1,1
"1747",1747,2016,"SJM",2,1,1
"1748",1748,2016,"SJM",3,1,1
"1749",1749,2017,"EVER",2,5,1
"1750",1750,2017,"EVER",1,5,1
"1751",1751,2017,"EVER",2,5,1
"1752",1752,2017,"EVER",1,5,1
"1753",1753,2017,"EVER",3,5,1
"1754",1754,2017,"EVER",2,5,1
"1755",1755,2017,"EVER",2,5,1
"1756",1756,2017,"EVER",3,5,1
"1757",1757,2017,"EVER",3,5,1
"1758",1758,2017,"EVER",1,5,1
"1759",1759,2017,"EVER",2,5,1
"1760",1760,2017,"EVER",1,5,1
"1761",1761,2017,"EVER",1,5,1
"1762",1762,2017,"EVER",1,5,1
"1763",1763,2017,"EVER",3,5,1
"1764",1764,2017,"EVER",1,5,1
"1765",1765,2017,"EVER",3,5,1
"1766",1766,2017,"EVER",3,5,1
"1767",1767,2017,"EVER",1,5,1
"1768",1768,2017,"EVER",2,5,1
"1769",1769,2017,"EVER",2,5,1
"1770",1770,2017,"EVER",2,5,1
"1771",1771,2017,"KRV",2,13,1
"1772",1772,2017,"KRV",1,13,1
"1773",1773,2017,"KRV",2,13,1
"1774",1774,2017,"KRV",2,13,1
"1775",1775,2017,"KRV",3,13,1
"1776",1776,2017,"KRV",3,13,1
"1777",1777,2017,"KRV",2,13,1
"1778",1778,2017,"KRV",2,13,1
"1779",1779,2017,"KRV",2,13,1
"1780",1780,2017,"KRV",1,13,1
"1781",1781,2017,"KRV",1,13,1
"1782",1782,2017,"KRV",1,13,1
"1783",1783,2017,"KRV",3,13,1
"1784",1784,2017,"KRV",1,13,1
"1785",1785,2017,"KRV",1,13,1
"1786",1786,2017,"KRV",2,13,1
"1787",1787,2017,"KRV",2,13,1
"1788",1788,2017,"KRV",3,13,1
"1789",1789,2017,"KRV",3,13,1
"1790",1790,2017,"KRV",2,13,1
"1791",1791,2017,"KRV",2,13,1
"1792",1792,2017,"KRV",2,13,1
"1793",1793,2017,"KRV",2,13,1
"1794",1794,2017,"KRV",2,13,1
"1795",1795,2017,"OKEE",2,8,1
"1796",1796,2017,"OKEE",1,8,1
"1797",1797,2017,"OKEE",3,8,1
"1798",1798,2017,"OKEE",3,8,1
"1799",1799,2017,"OKEE",2,8,1
"1800",1800,2017,"OKEE",2,8,1
"1801",1801,2017,"OKEE",2,8,1
"1802",1802,2017,"OKEE",2,8,1
"1803",1803,2017,"OKEE",3,8,1
"1804",1804,2017,"OKEE",3,8,1
"1805",1805,2017,"OKEE",3,8,1
"1806",1806,2017,"OKEE",3,8,1
"1807",1807,2017,"OKEE",1,8,1
"1808",1808,2017,"OKEE",2,8,1
"1809",1809,2017,"OKEE",2,8,1
"1810",1810,2017,"OKEE",1,8,1
"1811",1811,2017,"OKEE",1,8,1
"1812",1812,2017,"OKEE",3,8,1
"1813",1813,2017,"OKEE",2,8,1
"1814",1814,2017,"OKEE",1,8,1
"1815",1815,2017,"OKEE",2,8,1
"1816",1816,2017,"OKEE",1,8,1
"1817",1817,2017,"OKEE",1,8,1
"1818",1818,2017,"SJM",3,2,1
"1819",1819,2017,"SJM",1,2,1
"1820",1820,2017,"SJM",1,2,1
"1821",1821,2017,"SJM",2,2,1
"1822",1822,2017,"SJM",3,2,1
"1823",1823,2017,"SJM",2,2,1
"1824",1824,2017,"SJM",2,2,1
"1825",1825,2017,"SJM",2,2,1
"1826",1826,2017,"SJM",3,2,1
"1827",1827,2017,"SJM",1,2,1
"1828",1828,2017,"SJM",2,2,1
"1829",1829,2018,"EAST",1,3,1
"1830",1830,2018,"EAST",3,3,1
"1831",1831,2018,"EAST",2,3,1
"1832",1832,2018,"EAST",1,3,1
"1833",1833,2018,"EAST",2,3,1
"1834",1834,2018,"EAST",2,3,1
"1835",1835,2018,"EAST",1,3,1
"1836",1836,2018,"EAST",3,3,1
"1837",1837,2018,"EAST",1,3,1
"1838",1838,2018,"EAST",1,3,1
"1839",1839,2018,"EAST",3,3,1
"1840",1840,2018,"EAST",1,3,1
"1841",1841,2018,"EAST",2,3,1
"1842",1842,2018,"EAST",2,3,1
"1843",1843,2018,"EAST",2,3,1
"1844",1844,2018,"EAST",3,3,1
"1845",1845,2018,"EVER",2,6,1
"1846",1846,2018,"EVER",2,6,1
"1847",1847,2018,"EVER",1,6,1
"1848",1848,2018,"EVER",1,6,1
"1849",1849,2018,"EVER",1,6,1
"1850",1850,2018,"EVER",1,6,1
"1851",1851,2018,"EVER",3,6,1
"1852",1852,2018,"EVER",1,6,1
"1853",1853,2018,"EVER",3,6,1
"1854",1854,2018,"EVER",2,6,1
"1855",1855,2018,"EVER",2,6,1
"1856",1856,2018,"EVER",4,6,1
"1857",1857,2018,"EVER",1,6,1
"1858",1858,2018,"EVER",2,6,1
"1859",1859,2018,"EVER",3,6,1
"1860",1860,2018,"EVER",2,6,1
"1861",1861,2018,"EVER",2,6,1
"1862",1862,2018,"EVER",1,6,1
"1863",1863,2018,"EVER",2,6,1
"1864",1864,2018,"EVER",1,6,1
"1865",1865,2018,"EVER",3,6,1
"1866",1866,2018,"EVER",2,6,1
"1867",1867,2018,"EVER",1,6,1
"1868",1868,2018,"EVER",1,6,1
"1869",1869,2018,"EVER",2,6,1
"1870",1870,2018,"EVER",2,6,1
"1871",1871,2018,"EVER",2,6,1
"1872",1872,2018,"EVER",1,6,1
"1873",1873,2018,"EVER",3,6,1
"1874",1874,2018,"EVER",2,6,1
"1875",1875,2018,"EVER",3,6,1
"1876",1876,2018,"EVER",2,6,1
"1877",1877,2018,"EVER",3,6,1
"1878",1878,2018,"EVER",2,6,1
"1879",1879,2018,"EVER",1,6,1
"1880",1880,2018,"EVER",2,6,1
"1881",1881,2018,"EVER",2,6,1
"1882",1882,2018,"EVER",1,6,1
"1883",1883,2018,"EVER",3,6,1
"1884",1884,2018,"EVER",3,6,1
"1885",1885,2018,"EVER",2,6,1
"1886",1886,2018,"EVER",3,6,1
"1887",1887,2018,"EVER",3,6,1
"1888",1888,2018,"EVER",3,6,1
"1889",1889,2018,"EVER",3,6,1
"1890",1890,2018,"EVER",3,6,1
"1891",1891,2018,"EVER",3,6,1
"1892",1892,2018,"EVER",2,6,1
"1893",1893,2018,"EVER",3,6,1
"1894",1894,2018,"EVER",3,6,1
"1895",1895,2018,"EVER",3,6,1
"1896",1896,2018,"EVER",2,6,1
"1897",1897,2018,"EVER",3,6,1
"1898",1898,2018,"EVER",3,6,1
"1899",1899,2018,"EVER",1,6,1
"1900",1900,2018,"EVER",2,6,1
"1901",1901,2018,"EVER",1,6,1
"1902",1902,2018,"EVER",1,6,1
"1903",1903,2018,"EVER",2,6,1
"1904",1904,2018,"EVER",3,6,1
"1905",1905,2018,"EVER",3,6,1
"1906",1906,2018,"EVER",3,6,1
"1907",1907,2018,"EVER",2,6,1
"1908",1908,2018,"EVER",3,6,1
"1909",1909,2018,"EVER",2,6,1
"1910",1910,2018,"EVER",3,6,1
"1911",1911,2018,"EVER",2,6,1
"1912",1912,2018,"EVER",3,6,1
"1913",1913,2018,"EVER",2,6,1
"1914",1914,2018,"EVER",3,6,1
"1915",1915,2018,"EVER",2,6,1
"1916",1916,2018,"EVER",2,6,1
"1917",1917,2018,"EVER",3,6,1
"1918",1918,2018,"EVER",2,6,1
"1919",1919,2018,"EVER",3,6,1
"1920",1920,2018,"EVER",2,6,1
"1921",1921,2018,"EVER",1,6,1
"1922",1922,2018,"EVER",2,6,1
"1923",1923,2018,"EVER",1,6,1
"1924",1924,2018,"EVER",3,6,1
"1925",1925,2018,"EVER",2,6,1
"1926",1926,2018,"EVER",3,6,1
"1927",1927,2018,"EVER",1,6,1
"1928",1928,2018,"EVER",1,6,1
"1929",1929,2018,"EVER",3,6,1
"1930",1930,2018,"EVER",3,6,1
"1931",1931,2018,"EVER",1,6,1
"1932",1932,2018,"EVER",1,6,1
"1933",1933,2018,"KRV",2,14,1
"1934",1934,2018,"KRV",1,14,1
"1935",1935,2018,"KRV",3,14,1
"1936",1936,2018,"KRV",1,14,1
"1937",1937,2018,"KRV",2,14,1
"1938",1938,2018,"KRV",1,14,1
"1939",1939,2018,"KRV",1,14,1
"1940",1940,2018,"KRV",2,14,1
"1941",1941,2018,"KRV",1,14,1
"1942",1942,2018,"KRV",1,14,1
"1943",1943,2018,"KRV",2,14,1
"1944",1944,2018,"KRV",3,14,1
"1945",1945,2018,"KRV",1,14,1
"1946",1946,2018,"KRV",2,14,1
"1947",1947,2018,"KRV",2,14,1
"1948",1948,2018,"KRV",1,14,1
"1949",1949,2018,"KRV",1,14,1
"1950",1950,2018,"KRV",1,14,1
"1951",1951,2018,"KRV",3,14,1
"1952",1952,2018,"KRV",3,14,1
"1953",1953,2018,"KRV",3,14,1
"1954",1954,2018,"KRV",2,14,1
"1955",1955,2018,"KRV",1,14,1
"1956",1956,2018,"KRV",1,14,1
"1957",1957,2018,"KRV",3,14,1
"1958",1958,2018,"KRV",1,14,1
"1959",1959,2018,"KRV",2,14,1
"1960",1960,2018,"KRV",3,14,1
"1961",1961,2018,"KRV",3,14,1
"1962",1962,2018,"KRV",1,14,1
"1963",1963,2018,"KRV",1,14,1
"1964",1964,2018,"KRV",3,14,1
"1965",1965,2018,"KRV",3,14,1
"1966",1966,2018,"KRV",1,14,1
"1967",1967,2018,"KRV",1,14,1
"1968",1968,2018,"KRV",1,14,1
"1969",1969,2018,"KRV",1,14,1
"1970",1970,2018,"KRV",3,14,1
"1971",1971,2018,"KRV",2,14,1
"1972",1972,2018,"KRV",2,14,1
"1973",1973,2018,"KRV",3,14,1
"1974",1974,2018,"KRV",2,14,1
"1975",1975,2018,"KRV",3,14,1
"1976",1976,2018,"KRV",1,14,1
"1977",1977,2018,"KRV",4,14,1
"1978",1978,2018,"KRV",3,14,1
"1979",1979,2018,"KRV",2,14,1
"1980",1980,2018,"KRV",2,14,1
"1981",1981,2018,"KRV",3,14,1
"1982",1982,2018,"KRV",2,14,1
"1983",1983,2018,"KRV",2,14,1
"1984",1984,2018,"KRV",3,14,1
"1985",1985,2018,"KRV",3,14,1
"1986",1986,2018,"KRV",3,14,1
"1987",1987,2018,"KRV",1,14,1
"1988",1988,2018,"KRV",1,14,1
"1989",1989,2018,"KRV",1,14,1
"1990",1990,2018,"KRV",1,14,1
"1991",1991,2018,"KRV",1,14,1
"1992",1992,2018,"KRV",2,14,1
"1993",1993,2018,"KRV",2,14,1
"1994",1994,2018,"KRV",3,14,1
"1995",1995,2018,"KRV",1,14,1
"1996",1996,2018,"KRV",3,14,1
"1997",1997,2018,"KRV",3,14,1
"1998",1998,2018,"KRV",1,14,1
"1999",1999,2018,"KRV",2,14,1
"2000",2000,2018,"KRV",2,14,1
"2001",2001,2018,"KRV",2,14,1
"2002",2002,2018,"KRV",2,14,1
"2003",2003,2018,"KRV",2,14,1
"2004",2004,2018,"KRV",2,14,1
"2005",2005,2018,"KRV",2,14,1
"2006",2006,2018,"KRV",2,14,1
"2007",2007,2018,"KRV",1,14,1
"2008",2008,2018,"KRV",1,14,1
"2009",2009,2018,"KRV",1,14,1
"2010",2010,2018,"KRV",2,14,1
"2011",2011,2018,"KRV",1,14,1
"2012",2012,2018,"KRV",2,14,1
"2013",2013,2018,"KRV",2,14,1
"2014",2014,2018,"KRV",2,14,1
"2015",2015,2018,"KRV",3,14,1
"2016",2016,2018,"KRV",1,14,1
"2017",2017,2018,"KRV",2,14,1
"2018",2018,2018,"KRV",1,14,1
"2019",2019,2018,"KRV",2,14,1
"2020",2020,2018,"KRV",1,14,1
"2021",2021,2018,"KRV",1,14,1
"2022",2022,2018,"KRV",3,14,1
"2023",2023,2018,"KRV",3,14,1
"2024",2024,2018,"OKEE",1,9,1
"2025",2025,2018,"OKEE",3,9,1
"2026",2026,2018,"OKEE",3,9,1
"2027",2027,2018,"OKEE",3,9,1
"2028",2028,2018,"OKEE",2,9,1
"2029",2029,2018,"OKEE",2,9,1
"2030",2030,2018,"OKEE",3,9,1
"2031",2031,2018,"OKEE",2,9,1
"2032",2032,2018,"OKEE",2,9,1
"2033",2033,2018,"OKEE",2,9,1
"2034",2034,2018,"OKEE",1,9,1
"2035",2035,2018,"OKEE",3,9,1
"2036",2036,2018,"OKEE",3,9,1
"2037",2037,2018,"OKEE",1,9,1
"2038",2038,2018,"OKEE",1,9,1
