"","Nest","Year","Pop","Fledglings","TSI","invaded"
"2702",2702,2023,"KRV",2,19,1
"2703",2703,2023,"KRV",1,19,1
"2704",2704,2023,"KRV",1,19,1
"2705",2705,2023,"KRV",1,19,1
"2706",2706,2023,"KRV",1,19,1
"2707",2707,2023,"KRV",2,19,1
"2708",2708,2023,"KRV",2,19,1
"2709",2709,2023,"KRV",2,19,1
"2710",2710,2023,"KRV",2,19,1
"2711",2711,2023,"KRV",2,19,1
"2712",2712,2023,"KRV",2,19,1
"2713",2713,2023,"KRV",2,19,1
"2714",2714,2023,"KRV",3,19,1
"2715",2715,2023,"KRV",1,19,1
"2716",2716,2023,"KRV",1,19,1
"2717",2717,2023,"KRV",2,19,1
"2718",2718,2023,"KRV",1,19,1
"2719",2719,2023,"OKEE",1,14,1
"2720",2720,2023,"OKEE",1,14,1
"2721",2721,2023,"OKEE",1,14,1
"2722",2722,2023,"OKEE",2,14,1
"2723",2723,2023,"OKEE",2,14,1
"2724",2724,2023,"OKEE",3,14,1
"2725",2725,2023,"OKEE",2,14,1
"2726",2726,2023,"OKEE",1,14,1
"2727",2727,2023,"OKEE",1,14,1
"2728",2728,2023,"OKEE",1,14,1
"2729",2729,2023,"OKEE",2,14,1
"2730",2730,2023,"OKEE",1,14,1
"2731",2731,2023,"OKEE",3,14,1
"2732",2732,2023,"OKEE",3,14,1
"2733",2733,2023,"OKEE",2,14,1
"2734",2734,2023,"OKEE",1,14,1
"2735",2735,2023,"OKEE",2,14,1
"2736",2736,2023,"OKEE",1,14,1
"2737",2737,2023,"OKEE",1,14,1
"2738",2738,2023,"OKEE",1,14,1
"2739",2739,2023,"OKEE",2,14,1
"2740",2740,2023,"OKEE",2,14,1
"2741",2741,2023,"OKEE",2,14,1
"2742",2742,2023,"OKEE",2,14,1
"2743",2743,2023,"OKEE",2,14,1
"2744",2744,2023,"OKEE",2,14,1
"2745",2745,2023,"OKEE",3,14,1
"2746",2746,2023,"OKEE",1,14,1
"2747",2747,2023,"OKEE",2,14,1
"2748",2748,2023,"OKEE",1,14,1
"2749",2749,2023,"OKEE",2,14,1
"2750",2750,2023,"OKEE",2,14,1
"2751",2751,2023,"OKEE",2,14,1
"2752",2752,2023,"OKEE",2,14,1
"2753",2753,2023,"OKEE",2,14,1
"2754",2754,2023,"OKEE",1,14,1
"2755",2755,2023,"OKEE",1,14,1
"2756",2756,2023,"OKEE",3,14,1
"2757",2757,2023,"OKEE",1,14,1
"2758",2758,2023,"OKEE",2,14,1
"2759",2759,2023,"OKEE",1,14,1
"2760",2760,2023,"OKEE",1,14,1
"2761",2761,2023,"OKEE",1,14,1
"2762",2762,2023,"OKEE",2,14,1
"2763",2763,2023,"OKEE",3,14,1
"2764",2764,2023,"OKEE",2,14,1
"2765",2765,2023,"OKEE",1,14,1
"2766",2766,2023,"OKEE",2,14,1
"2767",2767,2023,"OKEE",2,14,1
"2768",2768,2023,"OKEE",2,14,1
"2769",2769,2023,"OKEE",2,14,1
"2770",2770,2023,"OKEE",2,14,1
"2771",2771,2023,"OKEE",2,14,1
"2772",2772,2023,"OKEE",1,14,1
"2773",2773,2023,"OKEE",1,14,1
"2774",2774,2023,"OKEE",3,14,1
"2775",2775,2023,"OKEE",2,14,1
"2776",2776,2023,"OKEE",3,14,1
"2777",2777,2023,"OKEE",1,14,1
"2778",2778,2023,"OKEE",2,14,1
"2779",2779,2023,"OKEE",1,14,1
"2780",2780,2023,"OKEE",1,14,1
"2781",2781,2023,"OKEE",3,14,1
"2782",2782,2023,"OKEE",2,14,1
"2783",2783,2023,"PP",2,5,1
"2784",2784,2023,"PP",1,5,1
"2785",2785,2023,"PP",1,5,1
"2786",2786,2023,"PP",2,5,1
"2787",2787,2023,"PP",1,5,1
"2788",2788,2023,"PP",1,5,1
"2789",2789,2023,"PP",1,5,1
